index,title,director,cast,genres,Release Month,Release Date,Highest Grosser By Year(in crores)
8882,Akaash Vani,Luv Ranjan,"tiwari,bharucha,kartik,nushrat",romance,JAN,25,
8883,Main Krishna Hoon,Rajiv S. Ruia,"juhi,hrithik,rajneesh,chawla,misti,mukherjee,roshan,katrina,kaif,duggal","musical,animation",JAN,25,
8884,David,Bejoy Nambiar,"tabu,virmani,neil,vinay,nitin,vikram,dutta,lara,mukesh",crime,FEB,1,
8885,Vishwaroop,Kamal Haasan,"haasan,jeremiah,rahul,andrea,kumar,kapur,pooja,shekhar,bose,kamal",action,FEB,1,
8886,Mai...,Mahesh Kodiyal,"kapoor,asha,padmini,bhosle,kolhapure,ram","family,drama",FEB,1,
8887,Listen... Amaya,Avinash Kumar Singh,"deepti,swara,naval,sheikh,bhaskar,farooq",drama,FEB,1,
8888,Special 26,Neeraj Pandey,"anupam,sheirgill,manoj,kumar,bajpayee,jimmy,32,kher,akshay,kajal,aggarwal","drama,comedy",FEB,8,
8889,The Unsound,Alok Shrivastava,"anurita,khan,shadaab,33,jha",thriller,FEB,8,
8890,Jayantabhai Ki Luv Story,Vinnil Markan,"34,neha,sharma,vivek,oberoi","romance,comedy",FEB,15,
8891,Murder 3,Vishesh Bhatt,"mona,randeep,rao,hydari,aditi,hooda,lizza",thriller,FEB,15,
8892,Kai Po Che!,Abhishek Kapoor,"rajkummar,sushant,puri,rao,sadh,amrita,singh,rajput,amit",drama,FEB,22,
8893,Zilla Ghaziabad,Anand Kumar,"lamba,paresh,dutt,warsi,sanjay,oberoi,vivek,ravi,kishan,minissha,arshad,rawal",action,FEB,22,
8894,"I, Me, aur Main",Kapil Sharma,"chitrangda,singh,abraham,john,desai,prachi","comedy,romantic",MAR,1,
8895,Bloody Isshq,Arup Dutta,"anand,shilpa,akash,tripta,singh,parashar","romance,thriller",MAR,1,
8896,"Saheb, Biwi Aur Gangster Returns",Tigmanshu Dhulia,"mahie,khan,sheirgill,soha,ali,jimmy,irrfan,gill","drama,thriller",MAR,8,
8897,Saare Jahaan Se Mehnga,Anshul Sharma,"mohan,pramod,chhabra,hussain,ranjan,zakir,disha,pathak,badola,pandey,sanjai,mishra,vishwa","satire,comedy",MAR,8,
8898,3G,Shantanu and Sheershak,"sonal,neil,chauhan,nitin,mukesh",thriller,MAR,15,
8899,Mere Dad Ki Maruti,Ashima Chibber,"kapoor,chakraborty,saqib,rhea,saleem,ram,panjabi,prabal",comedy,MAR,15,
8900,Jolly LLB,Subash Kapoor,"saurabh,boman,amrita,rao,warsi,irani,shukla,arshad","satire,comedy",MAR,15,
8901,Rangrezz,Priyadarshan,"evelyn,yadav,anand,jackky,sharma,rajpal,bhagnani,priya",action,MAR,20,
8902,Himmatwala,Sajid Khan,"deshmukh,ajay,mahesh,manjrekar,devgn,riteish,tamannaah","action,comedy",MAR,29,
8903,Chashme Baddoor,David Dhawan,"divyendu,pannu,ali,47,sharma,taapsee,siddharth,zafar",comedy,APR,5,
8904,Nautanki Saala,Rohan Sippy,"evelyn,kunaal,sharma,48,ayushmann,kapur,pooja,salvi,khurrana,roy","romance,comedy",APR,12,
8905,Commando-A One Man Army,Dilip Ghosh,"ahlawat,jaideep,jamwal,49,vidyut,chopra,pooja","action,romance",APR,12,
8906,Ek Thi Daayan,Kannan Iyer,"50,emraan,huma,konkona,koechlin,kalki,sharma,hashmi,sen,qureshi",horror,APR,19,
8907,Aashiqui 2,Mohit Suri,"kapoor,shaad,51,randhawa,aditya,kapur,shraddha,roy","musical,romance",APR,26,
8908,Shree,Rajesh Bachchani,"patil,52,anjali,paresh,kuwajerwala,hussain,ganatra",thriller,APR,26,
8909,Shootout at Wadala,Sanjay Gupta,"mahesh,anil,patel,kapoor,priyanka,ronit,leone,chopra,kangana,manjrekar,kher,sonu,karan,shroff,manoj,53,ranaut,bajpayee,abraham,roy,raju,jackie,tushar,sunny,sood,john","crime,thriller",MAY,3,
8910,Bombay Talkies,"Anurag Kashyap, Karan Johar, Zoya Akhtar, Dibakar Banerjee","sadashiv,mukerji,nawazuddin,randeep,saqib,siddiqui,54,katrina,rani,saleem,kaif,hooda,amrapurkar",anthology,MAY,3,
8911,Chhota Bheem And The Throne of Bali,Rajiv Chilaka,"chhota,55,arjun,chutki,bheem,raju","child,animation",MAY,3,
8912,Go Goa Gone,"Raj Nidimoru, Krishna D.K.","khan,khemu,ali,saif,vir,da,56,puja,kunal,gupta","zombie,comedy",MAY,10,
8913,Gippi,Sonam Nair,"shah,57,divya,taaha,vij,riya,dutta","coming,of,age",MAY,10,
8914,Aurangzeb,Atul Sabharwal,"kapoor,shroff,jackie,sukumaran,prithviraj,arjun,agha,rishi,58,sasha","action,drama",MAY,17,
8915,I Don't Luv U,Amit Kasaria,"chetna,pande,mumtaz,ruslaan,59","drama,romantic",MAY,17,
8916,Beehad - The Ravines,Krishna Mishra,"mangal,maan,deep,sunil,60,singh,sawara",drama,MAY,17,
8917,Ishkq in Paris,Prem Raj,"rhehan,isabelle,zinta,61,malliek,adjani,preity",romance,MAY,24,
8918,Hum Hai Raahi CAR Ke,Jyotin Goel,"dev,juhi,62,sharma,chawla,chunky,dutt,sanjay,goel,pandey,adah","comedy,romantic",MAY,24,
8919,Zindagi 50-50,Rajiv S. Ruia,"rajan,kumari,yadav,babbar,veena,verma,rajpal,supriya,sen,riya,malik,63,arya",social,MAY,24,
8920,Yeh Jawaani Hai Deewani,Ayan Mukerji,"kapoor,deepika,evelyn,koechlin,64,kalki,ranbir,padukone,sharma,aditya,kapur,kunal,roy","comedy,romantic",MAY,31,
8921,Yamla Pagla Deewana 2,Sangeeth Sivan,"bobby,65,akheeva,neha,sunny,sharma,deol,kristina,dharmendra","action,comedy",JUN,7,
8922,Fukrey,Mrigdeep Singh Lamba,"chadda,richa,66,anand,ali,pulkit,samrat,priya,tripathi,vishakha,fazal,pankaj,singh,manjot",comedy,JUN,14,
8923,Ankur Arora Murder Case,Suhail Tatari,"chhaya,mathur,harsh,67,menon,kay,arjun,paoli,vishakha,dam,singh",thriller,JUN,14,
8924,Raanjhanaa,Anand L. Rai,"kapoor,abhay,68,swara,dhanush,mohammed,bhaskar,sonam,deol,ayyub,zeeshan",romance,JUN,21,
8925,Enemmy,Ashu Trikha,"chakraborty,mahakshay,lever,chaudhary,menon,kay,sunil,mahesh,johnny,yuvika,69,manjrekar,shetty,mithun",action,JUN,21,
8926,Romeo,Susi Ganeshan,"neil,70,nitin,ameesha,puja,patel,mukesh,gupta","romantic,thriller",JUN,21,
8927,Ghanchakkar,Rajkumar Gupta,"balan,emraan,vidya,71,hashmi","comedy,thriller",JUN,28,
8928,Lootera,Vikramaditya Motwane,"sinha,sonakshi,72,ranveer,singh","romance,thriller",JUL,5,
8929,Policegiri,K. S. Ravikumar,"prakash,puri,prachi,dutt,sanjay,73,raj,desai,om",action,JUL,5,
8930,Bhaag Milkha Bhaag,Rakeysh Omprakash Mehra,"kapoor,malhotra,divya,74,pawan,sonam,dutta,farhan,akhtar",biopic,JUL,12,
8931,Sixteen,Raj Purohit,"75,wamiqa,mehra,darshan,mathew,izabelle,jariwala,highphill,leite,rohan,gabbi",drama,JUL,12,
8932,B.A. Pass,Ajay Bahl,"shilpa,rajesh,sharma,76,shadab,shukla,kamal",drama,JUL,12,
8933,Boyss Toh Boyss Hain,Amit Vats,"yadav,dhruv,raj,divya,kumar,anshuman,aarya,saxena,sharat,77,ganesh,dutta,jha",comedy,JUL,12,
8934,Ramaiya Vastavaiya,Prabhudeva,"haasan,kumar,78,shruti,girish","com,rom",JUL,19,
8935,D Day,Nikhil Advani,"kapoor,haasan,khan,huma,79,irrfan,rampal,arjun,shruti,rishi,qureshi","action,drama",JUL,19,
8936,Ship of Theseus,Anand Gandhi,"sohum,shah,vinay,al,aida,kabi,niraj,khashef,shukla,80","avant,garde",JUL,19,
8937,Issaq,Manish Tiwary,"deshpande,81,sachdev,babbar,prateik,sharma,rajeshwari,ravi,makarand,kishan,evelyn","drama,romance",JUL,26,
8938,Bajatey Raho,Shashant Shah,"ranvir,82,vinay,ahluwalia,ravi,pathak,kishan,dolly,shorey",comedy,JUL,26,
8939,Luv U Soniyo,Joe Rajan,"tanuj,neha,83,hinge,virwani",romance,JUL,26,
8940,Nasha,Amit Saxena,"shivam,chakma,ranbir,84,pandey,poonam","erotic,thriller",JUL,26,
8941,Rabba Main Kya Karoon,Amrit Sagar Chopra,"akash,paresh,warsi,chopra,85,arshad,rawal",comedy,AUG,2,
8942,Chor Chor Super Chor,K. Rajesh,"anshul,uma,kataria,deepak,bathija,paru,dobriyal,86,priya",comedy,AUG,2,
8943,Calapor,Dinesh P. Bhonsle,"chhaya,yadav,harsh,87,raghubir,chatterjee,rituparna,sengupta,priyanshu","drama,thriller",AUG,2,
8944,Love in Bombay,Joy Mukherjee,"waheeda,kumar,mukherjee,88,joy,rehman,ashok",romance,AUG,2,
8945,Chennai Express,Rohit Shetty,"deepika,rukh,khan,shah,padukone,89","action,comedy",AUG,9,
8946,Once Upon Ay Time In Mumbai Dobaara!,Milan Luthria,"sonali,khan,imran,sinha,sonakshi,90,kumar,mahesh,bendre,manjrekar,akshay","crime,romance",AUG,15,
8947,Madras Cafe,Shoojit Sircar,"john,nargis,fakhri,abraham","espionage,drama,thriller",AUG,23,
8948,Satyagraha,Prakash Jha,"kapoor,91,rampal,manoj,bachchan,bajpai,amrita,rao,ajay,arjun,amitabh,devgn,kareena","political,thriller",AUG,30,
8949,Zanjeer,Apoorva Lakhia,"mahie,priyanka,charan,prakash,atul,92,kulkarni,dutt,chopra,sanjay,ram,gill,raj","action,thriller",SEP,6,
8950,Shuddh Desi Romance,Maneesh Sharma,"kapoor,sushant,parineeti,vaani,chopra,rishi,singh,rajput,93",romance,SEP,6,
8951,Siddharth,Richie Mehta,"tailang,rajesh",drama,SEP,7,
8952,Grand Masti,Indra Kumar,"aftab,abdullah,karishma,94,manjari,arora,deshmukh,bruna,tanna,phadnis,vivek,oberoi,kainaat,riteish,shivdasani","adult,comedy",SEP,13,
8953,John Day,Ahishor Solomon,"shah,randeep,naseeruddin,95,hooda",thriller,SEP,13,
8954,Horror Story,Ayush Raina,"96,kundra,bajpai,vaid,malkani,nandini,nishant,sheetal,menon,aparna,zaidi,singh,radhika,ravish,karan,hasan,desai",horror,SEP,13,
8955,Phata Poster Nikla Hero,Rajkumar Santoshi,"shahid,kapoor,padmini,yadav,darshan,d,97,kolhapure,jariwala,parul,cruz,ileana","com,rom,action",SEP,20,
8956,The Lunchbox,Ritesh Batra,"khan,nawazuddin,98,siddiqui,bharati,irrfan,achrekar",drama,SEP,20,
8957,Warning,Gurmmeet Singh,"tuli,jitin,manjari,fadnis,barmola,sharma,santosh,madhurima,gulati,suzana,suri,99,varun,sumit,rodrigues",thriller,SEP,27,
8958,Maazii,Jaideep Chopra,"mona,wasu,manish,sumeet,100,mohd,chaudhary,tripathi,ayyub,zeeshan,nijhawan,pankaj","suspense,thriller",SEP,27,
8959,Prague,Ashish R Shukla,"mayank,kazan,elena,chandan,lamba,kumar,sanyal,arfi,roy,101","psychological,romance,thriller",SEP,27,
8960,Super Model,Navin Batra,"shroff,jackie,ashmit,102,veena,patel,malik",drama,SEP,27,
8961,War Chhod Na Yaar,Faraz Haider,"khan,soha,joshi,ali,javed,mishra,103,sharman,sanjai,jaffrey","comedy,war",OCT,11,
8962,Baat Ban Gayi,Shuja Ali,"anisa,ali,grover,gulshan,fazal,104",comedy,OCT,11,
8963,Ek Thee Sanam,Monish Kaushal,"triloki,rajender,gopal,106,thakur,nisha",drama,OCT,11,
8964,Paapi - Ek Satya Katha,Aziz Sejawal,"107,sayantika,babbar,harish,sharma,rajesh,bharti,chatterjee,banerjee,patel,prosenjit,pooja,arya",crime,OCT,11,
8965,Boss,Anthony D'Souza,"108,danny,chakraborty,shiv,sinha,sonakshi,pandit,johny,lever,kumar,ronit,rao,denzongpa,hydari,aditi,akshay,roy,mithun",masala,OCT,16,
8966,Shahid,Hansal Mehta,"rajkummar,109,dhulia,tigmanshu,rao,menon,kay,panjabi,prabal","biography,drama",OCT,18,
8967,Wake Up India,Babloo Seshadri,"khan,mushtaq,chirag,anjula,patil,joshi,mahor,anant,milind,tiwari,tamhankar,singh,sai,manoj,gunaji,irani,asrani,atul,adi,mohan,110,srivastav,parchure,jog,aanjjan,mukesh","drama,political",OCT,25,
8968,Amdavad Junction,Apurv Bajpai,"jardosh,khan,salot,saurabh,111,swapna,nair,vyas,trivedi,gunjan,ishita,touqeer,patel,rohan,singh,devendra,hitesh","crime,drama",OCT,25,
8969,Dilli Gang,Ashish Tyagi,"darshan,yashpal,amir,jariwala,ali,sharma,neena,dalvi,asif,kulkarni,basra,112",crime,OCT,25,
8970,Mickey Virus,Saurabh Varma,"manish,avram,paul,chaudhary,puja,elli,badola,varun,113,gupta","comedy,thriller",OCT,25,
8971,Ishk Actually,Anish Khanna,"ahuja,neha,shipley,van,114,khandelwal,bakhirta,mitchai,siddharth,ann,rajeev,rayo,ghelot",romance,OCT,25,
8972,Sooper Se Ooper,Shekhar Ghosh,"yashpal,deepak,vir,kulhari,sharma,grover,da,dobriyal,115,kirti,gulshan",comedy,OCT,25,
8973,Krrish 3,Rakesh Roshan,"priyanka,hrithik,ranaut,116,roshan,chopra,kangana,vivek,oberoi",superhero,NOV,1,
8974,Satya 2,Ram Gopal Varma,"premi,120,soti,ratn,puneet,118,anaika,mahesh,117,thakur,119,aradhna,raj,singh,vikram,gupta",crime,NOV,8,
8975,Rajjo,Vishwas Patil,"manjrekar,jaya,prakash,ranaut,mahesh,kangana,arora,prada,raj,para",romance,NOV,15,
8976,Goliyon Ki Rasleela Ram-Leela,Sanjay Leela Bhansali,"deepika,chadda,richa,padukone,supriya,ranveer,pathak,singh,121","drama,romance",NOV,15,
8977,Gori Tere Pyaar Mein,Punit Malhotra,"kapoor,khan,imran,anupam,kher,122,shraddha,kareena","comedy,romance",NOV,22,
8978,Singh Saab The Great,Anil Sharma,"urvashi,sunny,johny,lever,rao,amrita,123,rautela,deol",action,NOV,22,
8979,Bullett Raja,Tigmanshu Dhulia,"khan,sheirgill,124,sinha,sonakshi,jamwal,ali,saif,chunky,jimmy,sunny,leone,vidyut,pandey","crime,romance,comedy",NOV,29,
8980,R... Rajkumar,Prabhudeva,"shahid,kapoor,vidyarthi,ashish,sinha,sonakshi,sood,asrani,sonu,125","action,romance",DEC,6,
8981,Jackpot,Kaizad Gustad,"shah,joshi,sunny,leone,126,naseeruddin,sachiin,j","comedy,thriller",DEC,13,
8982,What the Fish,Gurmmet Singh,"citation,anand,dimple,kapadia,needed,rishi,tiwari,manu,singh,manjot",drama,DEC,13,
8983,Dhoom 3,Vijay Krishna Acharya,"khan,abhishek,bachchan,katrina,uday,kaif,chopra,aamir",action,DEC,20,589.2
8984,Mr Joe B. Carvalho,Samir Tewari,"khan,soha,ali,javed,vijay,warsi,jaffrey,arshad,raaz",comedy,JAN,3,
8985,Sholay 3D,Ramesh Sippy,"khan,malini,jaya,hangal,amjad,bachchan,kumar,a,sanjeev,k,amitabh,hema,dharmendra,bhaduri","adventure,action",JAN,3,
8986,Dedh Ishqiya,Abhishek Chaubey,"shah,huma,madhuri,dixit,naseeruddin,warsi,qureshi,arshad","black,comedy,thriller",JAN,10,
8987,Yaariyan,Divya Khosla Kumar,"nicole,dev,faria,kohli,sharma,shreyas,pardiwalla,preet,himansh,rakul,singh",romance,JAN,10,
8988,Karle Pyaar Karle,Rajesh Pandey,"kaur,hasleen,darshan,shiv",romance,JAN,17,
8989,Miss Lovely,Ashim Ahluwalia,"singh,nawazuddin,siddiqui,niharika",drama,JAN,17,
8990,Om-Dar-Ba-Dar,Kamal Swaroop,"anita,manish,gopi,lakhia,kanwar,aditya,desai,gupta",experimental,JAN,17,
8991,Paranthe Wali Gali,Sachin Gupta,"gujral,neha,mohinder,kohli,pawar,yuvraj,haral,anuj,thakkar,himanshu,saxena,vijayant","comedy,romantic",JAN,17,
8992,Strings Of Passion,Sanghamitra Chaudhari,"sharma,rajesh,mukherjee,shubh,indrani,haldar,zeenat,aman",drama,JAN,17,
8993,Jai Ho,Sohail Khan,"khan,danny,shah,tabu,seth,suniel,d,souza,daisy,sana,mohnish,behl,denzongpa,vatsal,salman,genelia,shetty","action,comedy",JAN,24,
8994,One by Two,Devika Bhagat,"abhay,darshan,preeti,kripalani,dubey,anish,jariwala,trivedi,agnihotri,lilette,deol,jayant,desai,rati","comedy,romance",JAN,31,
8995,Babloo Happy Hai,Nila Madhab Panda,"parashar,sumit,malhotra,purohit,reyhna,anand,khusbhoo,mika,singh,sahil,amol,tawde,anu,preet,fernandes,parvin,choudhury,suri,pooja,daba,erica,kamal",comedy,FEB,7,
8996,Hasee Toh Phasee,Vinil Mathew,"sharma,sidharth,parineeti,chopra,malhotra,adah","comedy,romance",FEB,7,
8997,Heartless,Shekhar Suman,"ayam,deepti,madan,jain,ariana,suman,puri,naval,shekhar,adhyayan,om",thriller,FEB,7,
8998,Ya Rab,Hasnain Hyderabadwala,"khan,akhilendra,kishori,singh,shahane,sehbai,kher,ajaz,mishra,vikram,manzar,raju","social,drama",FEB,7,
8999,Gunday,Ali Abbas Zafar,"kapoor,priyanka,khan,arjun,ranveer,chopra,irrfan,singh",action,FEB,14,
9000,Kaho Na Kaho,Sanjay Niranjan,"roshni,sikandar,raja",social,FEB,14,
9001,Darr @ the Mall,Pawan Kripalani,"sheirgill,arif,bharucha,bhattacharya,jimmy,nivedita,asif,nushrat,zakaria,basra",horror,FEB,21,
9002,Dee Saturday Night,Jay Prakash,"gaurav,khanduri,arif,nazneen,mahi,verma,dixit,patel,narayanan,zakaria,prashant,aman",drama,FEB,21,
9003,Gulabi Gang (film),Nishtha Jain,"sampat,devi,pal",documentary,FEB,21,
9004,Highway,Imtiaz Ali,"bhatt,alia,hooda,randeep","drama,romance",FEB,21,
9005,Karar: The Deal,Sabir,"tarun,rana,mahek,arora,chahal,jyothi",thriller,FEB,21,
9006,Pyar Ka Live Show,Shailendra Singh Rajput,"rajni,mushtaq,pundhir,khan,ali,rindan,rudraksh,irani,ishrat,mehta,adi,singh,shiva,upasana",drama,FEB,21,
9007,The Dark Secrets Of Tonhi,Shiraz Henry,"brandon,priyanka,sikka,smitha,joshi,siah,alex,peter,natasha,hill,j","action,drama",FEB,21,
9008,Anuradha,Raju Mavani,"rahul,shagun,acharya,ganesh,joshi,jain,bhatt,upadhyay,hrishitaa,tiwari,jaykar,manoj,choudhary,aakash,khedekar,prashant,shahane,raju,sachin,kishori,sharma,smita,disha,mavani",drama,FEB,28,
9009,Shaadi Ke Side Effects,Saket Chaudhary,"balan,kapoor,arun,purab,hariharan,ila,kohli,vir,da,vidya,agnihotri,ram,farhan,gautami,rati,akhtar","comedy,romance",FEB,28,
9010,Gulaab Gang,Soumik Sen,"madhuri,juhi,chawla,dixit","social,action",MAR,7,
9011,Queen,Vikas Bahl,"rajkummar,lisa,haydon,ranaut,rao,kangana","drama,romance",MAR,7,
9012,Total Siyapaa,E Niwas,"sara,khan,anupam,kiron,ali,gautam,yami,kher,zafar","drama,comedy",MAR,7,
9013,Bewakoofiyaan,Nupur Asthana,"kapoor,ayushmann,sonam,rishi,khurrana",romance,MAR,14,
9014,Neighbours: They Are Vampires,Shyam Ramsay,"roushika,khan,arbaaz,kapoor,rufy,vaidhya,reikhi,sunny,ali,dudani,prince,sodhi,kirti,shakti,gavie,chahal,hritu,singh",horror,MAR,14,
9015,W,Tarun Madan Chopra,"sonal,danish,giani,pandor,leslie,meer,abhey,ali,attri,tripathy,raaj,arora,singh",thriller,MAR,14,
9016,Ankhon Dekhi,Rajat Kapoor,"kapoor,kala,samit,rajat,da,brijendra,sanjay,mishra",comedy,MAR,21,
9017,Gang of Ghosts,Satish Kaushik,"mahie,anupam,saurabh,joshi,meera,chunky,pandey,parambrata,chatterjee,chopra,gill,kher,sharman,shukla","horror,comedy",MAR,21,
9018,Lakshmi,Nagesh Kukunoor,"kapoor,monali,satish,thakur,ram,shefali,shetty,kaushik",drama,MAR,21,
9019,Ragini MMS 2,Bhushan Patel,"parvin,sunny,divya,leone,daba,dutta","adult,horror",MAR,21,
9020,Dishkiyaoon,Sanamjit Talwar,"ayesha,sunny,baweja,harman,khanna,deol,narayanan,prashant",action,MAR,28,
9021,O Teri,Umesh Bist,"anupam,bedi,manoj,pahwa,pulkit,samrat,amrohi,mandira,jane,bilal,vijay,kher,dia,sarah,raaz",comedy,MAR,28,
9022,Station: The Film,Saad Khan,"siddhanth,sundar,batra,kevin,sameer,verma,vibhinta,kanika,roy",thriller,MAR,28,
9023,Youngistaan,Syed Ahmad Afzal,"neha,shaikh,boman,jackky,sharma,irani,bhagnani,farooq",drama,MAR,28,
9024,Ebn-E-Batuta,Varun Middha,"sayed,dev,gohar,nazea,satyendra,manikpuri,verma,da,neelam,singh,khare,rajeev,omkar","sci,fi,comedy",APR,4,
9025,Honour Killing,Avtar Bhogal,"prem,tom,zara,sheikh,grover,alter,chopra,gulshan,sandeep,singh",social,APR,4,
9026,Jal,Girish Malik,"purab,yashpal,kohli,tannishtha,kulhari,sharma,chatterjee,kirti","fantasy,drama",APR,4,
9027,Main Tera Hero,David Dhawan,"evelyn,d,varun,dhawan,abhimanyu,sharma,cruz,ileana,singh,fakhri,nargis",comedy,APR,4,
9028,Bhoothnath Returns,Nitesh Tiwari,"parth,bhalerao,kashyap,bachchan,boman,jadhav,usha,irani,amitabh,anurag","fantasy,child",APR,11,
9029,2 States,Abhishek Varman,"kapoor,bhatt,amrita,ronit,arjun,alia,singh,roy",romance,APR,18,
9030,Dekh Tamasha Dekh,Feroz Abbas Khan,"ganesh,satish,yadav,kaushik",comedy,APR,18,
9031,Lucky Kabootar,Shammi Chhabra,"khan,madhavi,kulraj,eijaz,sharma,randhawa,da,sanjai,ravi,shraddha,kishan,mishra","comedy,romance",APR,18,
9032,Kaanchi...,Subhash Ghai,"kapoor,mishti,chakraborty,aaryan,kartik,rishi,mithun","musical,drama",APR,25,
9033,Revolver Rani,Sai Kabir,"vir,ranaut,piyush,da,kangana,zakir,mishra,hussain",drama,APR,25,
9034,Samrat and Co.,Kaushik Ghatak,"madalasa,rajeev,khandelwal,sharma","mystery,drama,thriller",APR,25,
9035,Purani Jeans,Tanushri Chattrji Bassu,"izabelle,tanuj,rati,sarika,aditya,agnihotri,leite,seal,virwani","drama,romance",MAY,2,
9036,Kya Dilli Kya Lahore,Vijay Raaz,"pradhan,vishwajeet,vijay,rishi,manu,raj,zutshi,raaz",social,MAY,2,
9037,Angry Young Man,Ramesh Rout,"sinha,rathod,ajay,sinh,prachi",action,MAY,2,
9038,Kahin Hai Mera Pyar,Mahesh Vaijnath Doijode,"kapoor,mann,jackie,shroff,abhishek,sonia,sanjay,sethiya",romance,MAY,2,
9039,Hawaa Hawaai,Amole Gupte,"pragya,yadav,saqib,partho,saleem,gupte",drama,MAY,9,
9040,Khwaabb,Zaid Ali Khan,"simer,bajrang,ali,nafisa,motiani,navdip,singh,bali","drama,romance",MAY,9,
9041,Koyelaanchal,Ashu Trikha,"vinod,suniel,vipino,khanna,shetty",action,MAY,9,
9042,Manjunath,Sandeep A. Varma,"seema,yashpal,divya,sharma,asif,biswas,dutta,basra",drama,MAY,9,
9043,Mastram,Akhilesh Jaiswal,"rahul,bagga,berry,tara,alisha",adult,MAY,9,
9044,Yeh Hai Bakrapur,Janaki Vishwanathan,"khan,shamim,faiz,suruchi,uttkarsh,yaushika,anshuman,verma,mohammad,asif,aulakh,majumdar,jha,basra,amit,sial",comedy,MAY,9,
9045,The Xpos??,Ananth Narayan Mahadevan,"sonali,himesh,adil,reshammiya,afroz,honey,raut,zoya,yo,singh,hussain",thriller,MAY,16,
9046,Children of War,Mrityunjay Devvrat,"victor,shaikh,indraneil,banerjee,pawan,sengupta,farooq,malhotra",drama,MAY,16,
9047,M3 - Midsummer Midnight Mumbai,Braj Bhushan,"sara,khan,guddu,chhabra,a,thakur,pooja,m,para",mystery,MAY,16,
9048,Heropanti,Sabbir Khan,"sanon,shroff,tiger,kriti","action,romance",MAY,23,
9049,Kochadaiiyaan,Soundarya Rajnikanth,"deepika,shroff,jackie,rajinikanth,padukone,shobana",action,MAY,23,
9050,City Lights,Hansal Mehta,"rajkummar,patralekha,rao",drama,MAY,30,
9051,Kuku Mathur Ki Jhand Ho Gayi,Aman Sachdeva,"batra,pallavi,simran,siddharth,mundi,kaur,gupta",comedy,MAY,30,
9052,Filmistaan,Nitin Kakkar,"sharib,gopal,dutt,hashmi,kumud,inaamulhaq,mishra",comedy,JUN,6,
9053,Holiday,A.R. Murugadoss,"sinha,sonakshi,kumar,akshay,govinda","action,thriller",JUN,6,
9054,Fugly,Kabir Sadanand,"sheirgill,kiara,advani,lamba,mohit,jimmy,vijender,arfi,marwah,singh","drama,comedy",JUN,13,
9055,Machhli Jal Ki Rani Hai,Debaloy Dey,"reema,sakha,swara,debnath,bhanu,murli,sharma,kalyani,rana,bhaskar,uday,deepraj",horror,JUN,13,
9056,Humshakals,Sajid Khan,"kapoor,khan,esha,ali,saif,deshmukh,bhatia,ram,bipasha,basu,riteish,tamannaah,gupta","romance,drama,comedy",JUN,20,
9057,Ek Villain,Mohit Suri,"kapoor,sharif,deshmukh,sidharth,aamna,shraddha,riteish,malhotra","romance,thriller",JUN,27,
9058,Bobby Jasoos,Samar Shaikh,"balan,kapoor,anupriya,ali,azmi,supriya,vidya,pathak,arjan,fazal,tanvi,bajwa","drama,comedy",JUL,4,
9059,Lekar Hum Deewana Dil,Arif Ali,"seth,deeksha,jain,nikita,armaan,dutta","comedy,romance",JUL,4,
9060,Humpty Sharma Ki Dulhania,Shashank Khaitan,"bhatt,dhawan,siddharth,alia,varun,shukla","comedy,romance",JUL,11,
9061,Hate Story 2,Vishal Pandya,"khera,sushant,chawla,surveen,rajesh,bhanushali,jay,siddharth,kher,singh",thriller,JUL,18,
9062,Bazaar-E-Husn,Ajay Mehra,"jeet,yashpal,ghosh,puri,sharma,goshwami,reshmi,om",drama,JUL,18,
9063,Riyasat,Ashok Tyagi,"murad,aryaman,aryan,rajesh,khanna,raja,vishwajeet,pradhan,ramsay,vaid","action,drama",JUL,18,
9064,Amit Sahni Ki List,Ajay Bhuyan,"nayar,shastri,kavi,vir,da,vega,tamotia,anindita","comedy,romance",JUL,18,
9065,Pizza,Akshay Akkineni,"sharma,dipannita,oberoi,parvathy,akshay,omanakuttan",horror,JUL,18,
9066,Kick,Sajid Nadiadwala,"khan,nawazuddin,jacqueline,randeep,siddiqui,fernandez,salman,hooda","action,comedy",JUL,25,
9067,Entertainment,Sajid-Farhad,"chakraborty,prakash,kumar,sood,bhatia,akshay,sonu,raj,tamannaah,mithun",comedy,AUG,8,
9068,Singham Returns,Rohit Shetty,"kapoor,anupam,amol,ajay,kher,devgn,gupte,kareena",action,AUG,15,
9069,Life is Beautiful!,Manoj Amarnani,"anokhi,parth,manoj,nancy,naik,dalvi,amarnani,brunetta,raj,zutshi",romance,AUG,22,
9070,Mad About Dance,Saahil Prem,"prem,amrit,maghera,saahil",dance,AUG,22,
9071,Mardaani,Pradeep Sarkar,"sengupta,mukerji,jisshu,rani","action,drama",AUG,22,
9072,Mumbhai Connection,Atlanta Nagendra,"badresia,may,dick,batcha,alieesa,srinivas,rafiq",comedy,AUG,22,
9073,Abhinay Chakra,Deepankar Senapati,"deshpande,murali,richa,ashutosh,harish,sharma,kumar,rana,makrand,govinda","action,comedy",AUG,29,
9074,Raja Natwarlal,Kunal Deshmukh,"emraan,malick,deepak,paresh,menon,kay,hashmi,tijori,rawal,humaima",thriller,AUG,29,
